0,1,2,3,4,5,6,7,8,9,label
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 10]","[0, 40, 11]","[0, 40, 11]","[0, 1500, 16]","[0, 1500, 16]","[0, 643, 16]","[1, 40, 17]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1871, 101]","[0, 40, 103]","[0, 40, 103]","[0, 1500, 109]","[0, 1500, 109]","[0, 643, 109]","[1, 40, 110]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2110, 15]","[0, 40, 16]","[0, 40, 16]","[0, 1415, 20]","[1, 104, 24]","[0, 40, 25]","[1, 132, 26]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1775, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 642, 14]","[1, 40, 15]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 11]","[0, 40, 13]","[0, 40, 13]","[0, 1500, 18]","[0, 1500, 18]","[0, 643, 18]","[1, 40, 18]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1807, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 641, 14]","[1, 40, 15]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2110, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1415, 12]","[1, 104, 16]","[1, 132, 17]","[0, 40, 17]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2110, 9]","[0, 40, 11]","[0, 40, 11]","[0, 1415, 14]","[1, 40, 25]","[1, 104, 32]","[0, 40, 33]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 15]","[0, 1500, 15]","[0, 643, 15]","[1, 40, 16]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1775, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 14]","[0, 1500, 14]","[0, 641, 14]","[1, 40, 15]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2014, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1415, 10]","[1, 40, 22]","[1, 104, 58]","[1, 132, 58]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 2110, 5]","[0, 40, 6]","[0, 40, 6]","[0, 1415, 11]","[1, 104, 15]","[1, 132, 15]","[1, 518, 16]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 2078, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1415, 12]","[1, 40, 23]","[1, 104, 46]","[0, 40, 48]",222
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1871, 5]","[0, 40, 6]","[0, 1500, 11]","[0, 1500, 11]","[0, 641, 11]","[1, 40, 12]","[1, 104, 24]",222
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1871, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 12]","[0, 1500, 12]","[0, 643, 12]","[1, 40, 13]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2014, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1415, 12]","[1, 104, 16]","[0, 40, 17]","[0, 552, 19]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 2046, 7]","[0, 40, 9]","[0, 40, 9]","[0, 1415, 13]","[1, 104, 16]","[1, 132, 16]","[0, 40, 17]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1775, 17]","[0, 40, 18]","[0, 40, 18]","[0, 1500, 24]","[0, 1500, 24]","[0, 642, 24]","[1, 40, 25]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2046, 19]","[0, 40, 20]","[0, 40, 20]","[0, 1415, 25]","[1, 104, 33]","[1, 132, 34]","[0, 40, 35]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1775, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 12]","[0, 1500, 12]","[0, 641, 12]","[1, 40, 13]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2014, 9]","[0, 40, 10]","[0, 40, 10]","[0, 1415, 14]","[1, 40, 26]","[1, 104, 62]","[1, 132, 63]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1775, 9]","[0, 40, 10]","[0, 1500, 14]","[0, 1500, 14]","[1, 40, 14]","[0, 642, 14]","[1, 40, 25]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2014, 7]","[0, 40, 8]","[0, 1415, 13]","[1, 104, 17]","[1, 132, 17]","[0, 40, 17]","[0, 40, 18]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 2046, 9]","[0, 40, 11]","[0, 1415, 15]","[1, 104, 18]","[1, 132, 19]","[0, 40, 19]","[1, 518, 20]",222
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2110, 8]","[0, 40, 9]","[0, 1415, 14]","[1, 104, 17]","[1, 132, 18]","[0, 40, 18]","[0, 40, 19]",222
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1807, 5]","[0, 40, 6]","[0, 40, 6]","[0, 1500, 12]","[0, 1500, 12]","[0, 643, 12]","[1, 40, 13]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2046, 10]","[0, 40, 12]","[0, 40, 12]","[0, 1415, 17]","[1, 104, 22]","[1, 132, 22]","[0, 40, 23]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1775, 10]","[0, 40, 11]","[0, 40, 11]","[0, 1500, 16]","[0, 1500, 16]","[0, 642, 16]","[1, 40, 17]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 8]","[1, 1871, 128]","[0, 40, 129]","[0, 1500, 136]","[0, 1500, 136]","[0, 642, 136]","[1, 40, 137]","[1, 104, 256]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 2046, 17]","[0, 40, 18]","[0, 1415, 23]","[1, 40, 33]","[1, 104, 120]","[1, 132, 121]","[0, 40, 121]",222
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2110, 6]","[0, 40, 7]","[0, 1415, 10]","[1, 104, 14]","[1, 132, 14]","[0, 40, 15]","[1, 518, 15]",222
"[1, 52, 0]","[0, 48, 9]","[1, 40, 10]","[1, 2110, 13]","[0, 40, 14]","[0, 40, 15]","[0, 1415, 18]","[1, 104, 21]","[1, 132, 22]","[0, 40, 22]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 2078, 6]","[0, 40, 7]","[0, 1415, 12]","[1, 104, 16]","[0, 40, 17]","[0, 552, 18]","[1, 132, 18]",222
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2014, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1415, 11]","[1, 104, 15]","[0, 40, 15]","[1, 132, 17]",222
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 2046, 7]","[0, 40, 8]","[0, 1415, 12]","[1, 104, 17]","[1, 132, 17]","[0, 40, 18]","[1, 518, 18]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 1807, 8]","[0, 40, 10]","[0, 1500, 14]","[0, 1500, 14]","[0, 643, 14]","[1, 40, 15]","[1, 104, 114]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1775, 28]","[0, 40, 30]","[0, 1500, 35]","[0, 1500, 35]","[0, 642, 36]","[1, 40, 36]","[1, 40, 47]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 7]","[1, 2078, 12]","[0, 40, 13]","[0, 1415, 17]","[1, 104, 23]","[0, 40, 24]","[1, 132, 25]","[0, 552, 26]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1775, 10]","[0, 40, 11]","[0, 40, 11]","[0, 1500, 15]","[0, 1500, 15]","[0, 642, 15]","[1, 40, 16]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 1839, 9]","[0, 40, 10]","[0, 40, 10]","[0, 1500, 16]","[0, 1500, 16]","[0, 642, 16]","[1, 40, 16]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1871, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 14]","[0, 642, 14]","[1, 40, 14]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1839, 7]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 13]","[0, 1500, 13]","[0, 642, 13]","[1, 40, 14]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1839, 9]","[0, 40, 11]","[0, 40, 11]","[0, 1500, 17]","[0, 1500, 17]","[0, 641, 17]","[1, 40, 18]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2078, 15]","[0, 40, 16]","[0, 40, 16]","[0, 1415, 20]","[1, 104, 29]","[0, 40, 30]","[0, 552, 31]",222
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 2046, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1415, 12]","[1, 104, 18]","[1, 132, 18]","[0, 40, 19]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 2078, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1415, 12]","[1, 104, 16]","[1, 132, 17]","[1, 518, 17]",222
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 8]","[0, 40, 9]","[0, 1500, 16]","[0, 1014, 16]","[1, 40, 17]","[1, 104, 26]","[0, 40, 27]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 29]","[0, 40, 30]","[0, 1500, 34]","[0, 1013, 34]","[1, 40, 35]","[1, 104, 54]","[0, 40, 55]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 15]","[0, 40, 17]","[0, 1500, 22]","[0, 1014, 22]","[1, 40, 22]","[1, 104, 83]","[0, 40, 85]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1015, 14]","[1, 40, 14]","[1, 104, 24]","[0, 40, 25]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 8]","[0, 40, 9]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 21]","[0, 40, 22]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 617, 9]","[0, 40, 11]","[0, 1500, 15]","[0, 1014, 15]","[1, 40, 16]","[1, 104, 25]","[0, 40, 26]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 16]","[0, 40, 17]","[0, 1500, 25]","[0, 1013, 25]","[1, 40, 26]","[1, 104, 32]","[0, 40, 33]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 7]","[0, 40, 7]","[0, 1500, 11]","[0, 1015, 11]","[1, 40, 12]","[1, 104, 16]","[0, 40, 17]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 558, 7]","[0, 40, 8]","[0, 1500, 15]","[0, 1013, 15]","[1, 40, 16]","[1, 104, 79]","[0, 40, 80]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 558, 12]","[0, 40, 13]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 19]","[1, 104, 26]","[0, 40, 27]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 19]","[0, 40, 21]","[0, 1500, 26]","[0, 1014, 26]","[1, 40, 27]","[1, 104, 38]","[0, 40, 39]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 617, 10]","[0, 40, 11]","[0, 1500, 16]","[0, 1013, 16]","[1, 40, 17]","[1, 104, 22]","[0, 40, 23]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 26]","[0, 40, 27]","[0, 1500, 32]","[0, 1014, 32]","[1, 40, 33]","[1, 104, 106]","[0, 40, 106]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 558, 9]","[0, 40, 11]","[0, 1500, 15]","[0, 1014, 16]","[1, 40, 17]","[1, 104, 36]","[0, 40, 37]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 69]","[0, 40, 70]","[0, 1500, 75]","[0, 1015, 75]","[1, 40, 75]","[1, 104, 110]","[0, 40, 112]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 26]","[0, 40, 28]","[0, 1500, 33]","[0, 1014, 33]","[1, 40, 35]","[1, 104, 88]","[0, 40, 89]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 558, 7]","[0, 40, 8]","[0, 1500, 13]","[0, 1013, 13]","[1, 40, 14]","[1, 104, 18]","[0, 40, 19]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1014, 15]","[1, 40, 15]","[1, 104, 20]","[0, 40, 21]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 617, 12]","[0, 40, 13]","[0, 1500, 17]","[0, 1014, 17]","[1, 40, 17]","[1, 104, 29]","[0, 40, 30]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 15]","[0, 40, 16]","[0, 1500, 22]","[0, 1014, 22]","[1, 40, 23]","[1, 104, 30]","[0, 40, 32]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 649, 8]","[0, 40, 9]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 22]","[0, 40, 23]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 585, 12]","[0, 40, 13]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 19]","[1, 104, 90]","[0, 40, 91]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 10]","[0, 40, 11]","[0, 1500, 16]","[0, 1015, 16]","[1, 40, 17]","[1, 104, 32]","[0, 40, 33]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 649, 15]","[0, 40, 15]","[0, 1500, 20]","[0, 1014, 20]","[1, 40, 21]","[1, 104, 32]","[0, 40, 34]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 13]","[0, 40, 13]","[0, 1500, 18]","[0, 1015, 18]","[1, 40, 19]","[1, 104, 27]","[0, 40, 29]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 7]","[1, 558, 23]","[0, 40, 25]","[0, 1500, 30]","[0, 1013, 30]","[1, 40, 32]","[1, 104, 48]","[0, 40, 50]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 558, 6]","[0, 40, 7]","[0, 1500, 12]","[0, 1014, 13]","[1, 40, 13]","[1, 104, 18]","[0, 40, 19]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 20]","[0, 40, 21]","[0, 1500, 26]","[0, 1014, 26]","[1, 40, 27]","[1, 104, 36]","[0, 40, 36]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 649, 11]","[0, 40, 12]","[0, 1500, 16]","[0, 1014, 17]","[1, 40, 17]","[1, 104, 30]","[0, 40, 31]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 649, 11]","[0, 40, 12]","[0, 1500, 16]","[0, 1015, 16]","[1, 40, 16]","[1, 104, 28]","[0, 40, 28]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 10]","[0, 40, 11]","[0, 1500, 15]","[0, 1014, 15]","[1, 40, 16]","[1, 104, 25]","[0, 40, 26]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 649, 7]","[0, 40, 8]","[0, 1500, 13]","[0, 1014, 13]","[1, 40, 14]","[1, 104, 21]","[0, 40, 22]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 617, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1014, 15]","[1, 40, 17]","[1, 104, 59]","[0, 40, 60]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 7]","[0, 40, 7]","[0, 1500, 12]","[0, 1013, 12]","[1, 40, 13]","[1, 104, 18]","[0, 40, 19]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 10]","[0, 40, 11]","[0, 1500, 15]","[0, 1015, 15]","[1, 40, 16]","[1, 104, 28]","[0, 40, 29]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 558, 8]","[0, 40, 9]","[0, 1500, 16]","[0, 1015, 16]","[1, 40, 16]","[1, 104, 27]","[0, 40, 29]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1013, 15]","[1, 40, 16]","[1, 104, 24]","[0, 40, 25]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 6]","[0, 40, 7]","[0, 1500, 12]","[0, 1014, 12]","[1, 40, 13]","[1, 104, 23]","[0, 40, 24]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 14]","[0, 40, 15]","[0, 1500, 19]","[0, 1014, 19]","[1, 40, 20]","[1, 104, 28]","[0, 40, 28]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 20]","[0, 40, 22]","[0, 1500, 28]","[0, 1013, 28]","[1, 40, 29]","[1, 104, 57]","[0, 40, 58]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 649, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1015, 15]","[1, 40, 15]","[1, 104, 24]","[0, 40, 25]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 617, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1015, 15]","[1, 40, 16]","[1, 104, 28]","[0, 40, 29]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 7]","[0, 40, 8]","[0, 1500, 12]","[0, 1014, 13]","[1, 40, 13]","[1, 104, 22]","[0, 40, 23]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 13]","[0, 40, 13]","[0, 1500, 20]","[0, 1014, 20]","[1, 40, 21]","[1, 104, 29]","[0, 40, 30]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 8]","[1, 585, 13]","[0, 40, 14]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 19]","[1, 104, 25]","[0, 40, 26]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1013, 14]","[1, 40, 14]","[1, 104, 19]","[0, 40, 20]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 50]","[0, 40, 51]","[0, 1500, 57]","[0, 1014, 57]","[1, 40, 58]","[1, 104, 65]","[0, 40, 66]",220
"[1, 52, 0]","[0, 48, 8]","[1, 40, 9]","[1, 558, 14]","[0, 40, 15]","[0, 1500, 20]","[0, 1015, 20]","[1, 40, 21]","[1, 104, 33]","[0, 40, 34]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 11]","[0, 40, 12]","[0, 1500, 16]","[0, 1015, 16]","[1, 40, 17]","[1, 104, 24]","[0, 40, 25]",220
"[1, 52, 0]","[0, 48, 6]","[1, 40, 8]","[1, 585, 16]","[0, 40, 17]","[0, 1500, 23]","[0, 1013, 23]","[1, 40, 25]","[1, 104, 39]","[0, 40, 40]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 617, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 52]","[0, 40, 53]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 7]","[0, 40, 8]","[0, 1500, 13]","[0, 1014, 13]","[1, 40, 14]","[1, 104, 20]","[0, 40, 22]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 8]","[0, 40, 9]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 19]","[1, 104, 27]","[0, 40, 28]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 22]","[0, 40, 24]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 17]","[0, 40, 18]","[0, 1500, 23]","[0, 1013, 23]","[1, 40, 24]","[1, 104, 32]","[0, 40, 33]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 5]","[1, 649, 41]","[0, 40, 42]","[0, 1500, 47]","[0, 1014, 47]","[1, 40, 48]","[1, 104, 58]","[0, 40, 59]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 617, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1014, 16]","[1, 40, 17]","[1, 104, 23]","[0, 40, 24]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 23]","[0, 40, 24]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 19]","[0, 40, 20]","[0, 1500, 24]","[0, 1015, 24]","[1, 40, 24]","[1, 104, 101]","[0, 40, 102]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 11]","[0, 40, 12]","[0, 1500, 18]","[0, 1013, 18]","[1, 40, 19]","[1, 104, 27]","[0, 40, 28]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 649, 16]","[0, 40, 16]","[0, 1500, 21]","[0, 1014, 21]","[1, 40, 22]","[1, 104, 31]","[0, 40, 32]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 7]","[0, 40, 7]","[0, 1500, 13]","[0, 1015, 13]","[1, 40, 14]","[1, 104, 20]","[0, 40, 21]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 649, 10]","[0, 40, 11]","[0, 1500, 16]","[0, 1013, 16]","[1, 40, 17]","[1, 104, 29]","[0, 40, 30]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 10]","[1, 558, 13]","[0, 40, 14]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 18]","[1, 104, 25]","[0, 40, 26]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 649, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1013, 15]","[1, 40, 15]","[1, 104, 22]","[0, 40, 23]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 558, 7]","[0, 40, 7]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 23]","[0, 40, 24]",220
"[1, 52, 0]","[0, 48, 6]","[1, 40, 7]","[1, 649, 14]","[0, 40, 16]","[0, 1500, 21]","[0, 1014, 21]","[1, 40, 22]","[1, 104, 39]","[0, 40, 41]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 617, 7]","[0, 40, 7]","[0, 1500, 14]","[0, 1013, 14]","[1, 40, 15]","[1, 104, 25]","[0, 40, 27]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 617, 12]","[0, 40, 12]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 18]","[1, 104, 26]","[0, 40, 28]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1015, 14]","[1, 40, 16]","[1, 104, 20]","[0, 40, 21]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1013, 13]","[1, 40, 13]","[1, 104, 20]","[0, 40, 21]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 585, 10]","[0, 40, 11]","[0, 1500, 14]","[0, 1014, 15]","[1, 40, 15]","[1, 104, 22]","[0, 40, 23]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 40]","[0, 40, 42]","[0, 1500, 46]","[0, 1014, 46]","[1, 40, 46]","[1, 104, 148]","[0, 40, 150]",220
"[1, 52, 0]","[0, 48, 9]","[1, 40, 10]","[1, 617, 13]","[0, 40, 14]","[0, 1500, 20]","[0, 1014, 20]","[1, 40, 22]","[1, 104, 48]","[0, 40, 48]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 15]","[0, 40, 16]","[0, 1500, 22]","[0, 1014, 22]","[1, 40, 23]","[1, 104, 36]","[0, 40, 37]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 14]","[0, 40, 15]","[0, 1500, 20]","[0, 1014, 20]","[1, 40, 21]","[1, 104, 30]","[0, 40, 31]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 7]","[1, 617, 119]","[0, 40, 120]","[0, 1500, 125]","[0, 1013, 125]","[1, 40, 129]","[1, 104, 155]","[0, 40, 156]",220
"[1, 52, 0]","[0, 48, 6]","[1, 40, 6]","[1, 558, 8]","[0, 40, 9]","[0, 1500, 15]","[0, 1015, 15]","[1, 40, 16]","[1, 104, 21]","[0, 40, 22]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 15]","[0, 40, 16]","[0, 1500, 21]","[0, 1015, 21]","[1, 40, 23]","[1, 104, 34]","[0, 40, 35]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 7]","[1, 558, 10]","[0, 40, 12]","[0, 1500, 19]","[0, 1014, 19]","[1, 40, 20]","[1, 104, 110]","[0, 40, 111]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 13]","[0, 40, 16]","[0, 1500, 20]","[0, 1014, 21]","[1, 40, 22]","[1, 104, 44]","[0, 40, 46]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 31]","[0, 40, 32]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 6]","[0, 40, 7]","[0, 1500, 12]","[0, 1013, 12]","[1, 40, 13]","[1, 104, 102]","[0, 40, 103]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 13]","[0, 40, 14]","[0, 1500, 17]","[0, 1013, 17]","[1, 40, 18]","[1, 104, 26]","[0, 40, 27]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 3]","[1, 585, 7]","[0, 40, 7]","[0, 1500, 12]","[0, 1015, 12]","[1, 40, 13]","[1, 104, 19]","[0, 40, 20]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 10]","[0, 40, 11]","[0, 1500, 16]","[0, 1014, 16]","[1, 40, 16]","[1, 104, 33]","[0, 40, 34]",220
