0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,mean_size,mean_relative_time,duration,label,,,Statistics per label,,,,,
"[1, 60, 0]","[0, 60, 9]","[1, 52, 9]","[1, 1883, 10]","[0, 52, 23]","[0, 52, 23]","[0, 1500, 30]","[1, 52, 30]","[0, 1500, 30]","[1, 52, 30]","[0, 664, 30]","[1, 52, 30]","[1, 116, 39]","[1, 150, 40]","[1, 521, 40]","[0, 52, 43]","[0, 52, 43]","[0, 573, 46]","[1, 83, 47]","[0, 52, 52]",378.9,30.2,52,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 7]","[0, 52, 8]","[0, 1500, 14]","[1, 52, 14]","[0, 1500, 14]","[1, 52, 14]","[0, 663, 14]","[1, 52, 14]","[1, 116, 19]","[1, 150, 19]","[1, 521, 19]","[0, 52, 20]","[0, 52, 20]","[0, 52, 20]","[0, 573, 22]","[1, 83, 22]","[0, 52, 23]",375.65,14.55,23,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 5]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 16]","[1, 150, 17]","[1, 521, 17]","[0, 52, 17]","[0, 52, 17]","[0, 52, 17]","[0, 573, 19]","[1, 83, 19]","[0, 52, 19]",375.7,12.1,19,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1851, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 17]","[1, 150, 17]","[1, 521, 17]","[0, 52, 17]","[0, 52, 18]","[0, 573, 19]","[1, 83, 19]","[0, 52, 20]","[0, 304, 27]",389.9,12.85,27,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 10]","[1, 52, 10]","[1, 116, 15]","[1, 150, 15]","[1, 521, 16]","[0, 52, 16]","[0, 52, 16]","[0, 52, 16]","[0, 564, 17]","[1, 83, 18]","[0, 83, 18]",378.35,11.2,18,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1819, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 16]","[1, 150, 16]","[1, 521, 16]","[0, 52, 16]","[0, 52, 16]","[0, 52, 17]","[0, 564, 18]","[0, 83, 18]","[1, 52, 18]",375.25,11.3,18,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 7]","[0, 52, 8]","[0, 52, 8]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 663, 13]","[1, 52, 13]","[1, 116, 18]","[1, 150, 18]","[1, 521, 19]","[0, 52, 19]","[0, 52, 19]","[0, 52, 19]","[0, 573, 21]","[1, 83, 21]",377.25,13.15,21,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1851, 4]","[0, 52, 4]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 664, 10]","[1, 52, 10]","[1, 116, 15]","[1, 150, 15]","[1, 521, 15]","[0, 52, 15]","[0, 52, 15]","[0, 52, 16]","[0, 564, 17]","[0, 83, 17]","[1, 52, 17]",376.85,10.6,17,122,,,,,,,,
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1787, 5]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 18]","[1, 150, 18]","[1, 521, 18]","[0, 52, 19]","[0, 52, 19]","[0, 573, 20]","[1, 83, 21]","[0, 52, 21]",374.1,12.45,21,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 13]","[1, 52, 13]","[0, 1500, 13]","[1, 52, 13]","[0, 663, 13]","[1, 52, 13]","[1, 116, 18]","[1, 150, 18]","[1, 521, 18]","[0, 52, 19]","[0, 52, 19]","[0, 573, 21]","[1, 83, 22]","[0, 52, 22]",374.05,13,22,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 665, 10]","[1, 52, 10]","[1, 116, 17]","[1, 150, 17]","[1, 521, 17]","[0, 52, 18]","[0, 52, 18]","[0, 573, 19]","[1, 83, 19]","[0, 52, 20]","[0, 258, 28]",389.25,12.5,28,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1819, 4]","[0, 52, 4]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 664, 9]","[1, 52, 9]","[1, 116, 17]","[1, 150, 17]","[1, 521, 18]","[0, 52, 18]","[0, 52, 18]","[0, 573, 20]","[1, 83, 20]","[0, 52, 20]","[0, 258, 33]",386,12.45,33,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 11]","[1, 52, 11]","[1, 116, 17]","[1, 150, 17]","[1, 521, 17]","[0, 52, 18]","[0, 52, 18]","[0, 573, 20]","[1, 83, 20]","[0, 52, 21]","[0, 258, 30]",387.55,12.85,30,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1883, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 664, 9]","[1, 52, 9]","[1, 116, 14]","[1, 150, 14]","[1, 521, 15]","[0, 52, 15]","[0, 52, 15]","[0, 573, 17]","[1, 83, 17]","[0, 52, 17]",378.9,9.9,17,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 4]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 10]","[1, 52, 10]","[1, 116, 15]","[1, 150, 15]","[1, 521, 16]","[0, 52, 16]","[0, 52, 16]","[0, 573, 18]","[1, 83, 18]","[0, 52, 18]","[0, 1500, 27]",449.65,11.7,27,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 16]","[1, 150, 16]","[1, 521, 16]","[0, 52, 16]","[0, 52, 16]","[0, 573, 18]","[1, 83, 18]","[0, 52, 19]","[0, 304, 27]",386.7,11.95,27,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 5]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 663, 9]","[1, 52, 9]","[1, 116, 16]","[1, 150, 17]","[1, 521, 17]","[0, 52, 17]","[0, 52, 17]","[0, 52, 18]","[0, 573, 19]","[1, 83, 19]",377.25,10.85,19,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 16]","[1, 150, 16]","[1, 521, 16]","[0, 52, 17]","[0, 52, 17]","[0, 52, 17]","[0, 573, 18]","[1, 83, 18]","[0, 52, 19]",378.9,11.8,19,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 4]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 664, 9]","[1, 52, 9]","[1, 116, 16]","[1, 150, 16]","[1, 521, 16]","[0, 52, 17]","[0, 52, 17]","[0, 573, 19]","[1, 83, 19]","[0, 52, 20]","[0, 1500, 28]",449.7,11.95,28,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 15]","[1, 150, 16]","[1, 521, 16]","[0, 52, 16]","[0, 52, 16]","[0, 52, 17]","[0, 573, 18]","[1, 83, 19]","[0, 52, 19]",378.9,11.45,19,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 665, 9]","[1, 52, 9]","[1, 116, 15]","[1, 150, 15]","[1, 521, 15]","[0, 52, 16]","[0, 52, 16]","[0, 573, 17]","[1, 83, 18]","[0, 52, 18]",378.95,10.3,18,122,,,,,,,,
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1787, 5]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 665, 11]","[1, 52, 11]","[1, 116, 17]","[1, 150, 17]","[1, 521, 17]","[0, 52, 18]","[0, 52, 18]","[0, 573, 20]","[1, 83, 20]","[0, 52, 20]","[0, 304, 29]",386.75,13.15,29,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]","[1, 52, 12]","[1, 116, 17]","[1, 150, 18]","[1, 521, 18]","[0, 52, 18]","[0, 52, 18]","[0, 52, 18]","[0, 573, 21]","[1, 83, 21]","[0, 52, 21]",374.1,12.95,21,122,,,,,,,,
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1819, 6]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 13]","[1, 52, 13]","[1, 116, 17]","[1, 150, 18]","[1, 521, 18]","[0, 52, 18]","[0, 52, 18]","[0, 52, 18]","[0, 573, 20]","[1, 83, 20]","[0, 52, 21]",375.7,13.35,21,122,,,,,,,,
"[1, 60, 0]","[0, 60, 14]","[1, 52, 14]","[1, 1883, 14]","[0, 52, 17]","[0, 52, 18]","[0, 1500, 24]","[1, 52, 24]","[0, 1500, 24]","[1, 52, 24]","[0, 664, 24]","[1, 52, 24]","[1, 116, 32]","[1, 150, 33]","[1, 521, 33]","[0, 52, 37]","[0, 52, 37]","[0, 52, 37]","[0, 573, 41]","[1, 83, 41]",378.9,25.6,41,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1819, 4]","[0, 52, 4]","[0, 1500, 9]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 665, 10]","[1, 52, 10]","[1, 116, 16]","[1, 150, 16]","[1, 521, 16]","[0, 52, 17]","[0, 52, 17]","[0, 573, 19]","[1, 83, 19]","[0, 52, 19]","[0, 304, 28]",388.35,12,28,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 665, 11]","[1, 52, 11]","[1, 116, 16]","[1, 150, 16]","[1, 521, 16]","[0, 52, 17]","[0, 52, 17]","[0, 573, 19]","[1, 83, 19]","[0, 52, 19]","[0, 304, 27]",386.75,12.3,27,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 4]","[1, 1819, 4]","[0, 52, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 15]","[1, 150, 15]","[1, 521, 16]","[0, 52, 16]","[0, 52, 16]","[0, 52, 16]","[0, 573, 18]","[1, 83, 18]",375.7,10.5,18,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 5]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 664, 9]","[1, 52, 9]","[1, 116, 15]","[1, 150, 15]","[1, 521, 16]","[0, 52, 16]","[0, 52, 16]","[0, 52, 16]","[0, 573, 18]","[1, 83, 18]",377.3,10.35,18,122,,,,,,,,
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1787, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 663, 11]","[1, 52, 11]","[1, 116, 16]","[1, 150, 17]","[1, 521, 17]","[0, 52, 17]","[0, 52, 17]","[0, 52, 18]","[0, 573, 19]","[1, 83, 19]",374.05,11.6,19,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 5]","[1, 1819, 5]","[0, 52, 5]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]","[1, 52, 12]","[1, 116, 17]","[1, 150, 17]","[1, 521, 17]","[0, 52, 17]","[0, 52, 17]","[0, 52, 18]","[0, 573, 19]","[1, 83, 19]","[0, 52, 20]",375.7,12.6,20,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]","[1, 52, 12]","[1, 116, 17]","[1, 150, 17]","[1, 521, 17]","[0, 52, 17]","[0, 52, 17]","[0, 52, 18]","[0, 595, 19]","[1, 83, 19]","[0, 52, 20]",375.2,12.5,20,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 5]","[0, 52, 5]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]","[1, 52, 12]","[1, 116, 17]","[1, 150, 18]","[1, 521, 18]","[0, 52, 18]","[0, 52, 18]","[0, 573, 20]","[1, 83, 20]","[0, 52, 21]","[0, 304, 29]",386.7,13.35,29,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1819, 4]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 663, 9]","[1, 52, 9]","[1, 116, 14]","[1, 150, 15]","[1, 521, 15]","[0, 52, 15]","[0, 52, 15]","[0, 52, 16]","[0, 564, 17]","[0, 83, 17]","[1, 52, 17]",375.2,10.5,17,122,,,,,,,,
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1883, 5]","[0, 52, 6]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 15]","[1, 150, 15]","[1, 521, 16]","[0, 52, 16]","[0, 52, 16]","[0, 52, 17]","[0, 573, 18]","[1, 83, 18]","[0, 52, 19]",378.9,11.55,19,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 5]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 16]","[1, 150, 16]","[1, 521, 16]","[0, 52, 17]","[0, 52, 17]","[0, 573, 18]","[1, 83, 19]","[0, 52, 19]","[0, 258, 27]",389.2,12.45,27,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1819, 3]","[0, 52, 4]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 11]","[1, 52, 11]","[1, 116, 16]","[1, 150, 16]","[1, 521, 16]","[0, 52, 17]","[0, 52, 17]","[0, 573, 18]","[1, 83, 18]","[0, 52, 19]","[0, 258, 27]",386,11.95,27,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1819, 3]","[0, 52, 4]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 664, 9]","[1, 52, 9]","[1, 116, 17]","[1, 150, 17]","[1, 521, 18]","[0, 52, 18]","[0, 52, 18]","[0, 52, 18]","[0, 573, 20]","[1, 83, 20]","[0, 52, 20]",375.7,11.65,20,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 3]","[0, 52, 4]","[0, 52, 4]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 664, 9]","[1, 52, 9]","[1, 116, 15]","[1, 150, 15]","[1, 521, 15]","[0, 52, 16]","[0, 52, 16]","[0, 573, 17]","[1, 83, 18]","[0, 52, 18]",374.1,10.05,18,122,,,,,,,,
"[1, 60, 0]","[0, 60, 5]","[1, 52, 5]","[1, 1851, 5]","[0, 52, 6]","[0, 52, 6]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 16]","[1, 150, 16]","[1, 521, 17]","[0, 52, 17]","[0, 52, 17]","[0, 52, 17]","[0, 573, 19]","[1, 83, 19]",377.3,11.55,19,122,,,,,,,,
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1787, 6]","[0, 52, 10]","[0, 52, 10]","[0, 1500, 15]","[1, 52, 16]","[0, 1500, 16]","[1, 52, 16]","[0, 664, 16]","[1, 52, 16]","[1, 116, 21]","[1, 150, 22]","[1, 521, 22]","[0, 52, 22]","[0, 52, 22]","[0, 573, 24]","[1, 83, 24]","[0, 52, 25]",374.1,15.75,25,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 663, 9]","[1, 52, 9]","[1, 116, 14]","[1, 150, 14]","[1, 521, 15]","[0, 52, 15]","[0, 52, 15]","[0, 52, 15]","[0, 564, 17]","[0, 83, 17]","[1, 52, 17]",378.4,10.5,17,122,,,,,,,,
"[1, 60, 0]","[0, 60, 10]","[1, 52, 10]","[1, 1819, 10]","[0, 52, 11]","[0, 52, 11]","[0, 1500, 48]","[0, 1500, 48]","[0, 663, 48]","[1, 52, 48]","[1, 52, 48]","[1, 52, 48]","[1, 116, 154]","[1, 150, 156]","[1, 521, 158]","[0, 52, 159]","[0, 52, 160]","[0, 52, 166]","[0, 564, 169]","[1, 52, 169]",373.65,81.55,169,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 17]","[1, 150, 17]","[1, 521, 17]","[0, 52, 17]","[0, 52, 17]","[0, 52, 17]","[0, 573, 19]","[1, 83, 19]",374.1,11.4,19,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 4]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 663, 12]","[1, 52, 12]","[1, 116, 17]","[1, 150, 17]","[0, 52, 18]","[0, 52, 18]","[0, 573, 20]","[1, 83, 20]","[1, 521, 20]","[0, 52, 20]","[0, 52, 21]",375.65,12.95,21,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 5]","[0, 52, 6]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 664, 12]","[1, 52, 12]","[1, 116, 18]","[1, 150, 18]","[1, 521, 18]","[0, 52, 18]","[0, 52, 18]","[0, 52, 19]","[0, 573, 21]","[1, 83, 22]","[0, 52, 22]",374.1,13.15,22,122,,,,,,,,
"[1, 60, 0]","[0, 60, 6]","[1, 52, 6]","[1, 1819, 6]","[0, 52, 7]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 16]","[1, 150, 16]","[1, 521, 17]","[0, 52, 17]","[0, 52, 17]","[0, 52, 17]","[0, 573, 18]","[1, 83, 18]","[0, 52, 19]",375.7,12.3,19,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 5]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 17]","[1, 150, 17]","[1, 521, 17]","[0, 52, 18]","[0, 52, 18]","[0, 573, 19]","[1, 83, 19]","[0, 52, 20]",374.1,11.4,20,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 15]","[1, 150, 16]","[1, 521, 16]","[0, 52, 16]","[0, 52, 16]","[0, 573, 18]","[1, 83, 18]","[0, 52, 19]",378.9,10.8,19,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 15]","[1, 150, 16]","[1, 521, 16]","[0, 52, 16]","[0, 52, 16]","[0, 573, 18]","[1, 83, 18]","[0, 52, 19]","[0, 304, 27]",386.7,11.9,27,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 4]","[0, 52, 4]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 663, 9]","[1, 52, 9]","[1, 116, 14]","[1, 150, 15]","[1, 521, 15]","[0, 52, 15]","[0, 52, 15]","[0, 52, 15]","[0, 573, 17]","[1, 83, 17]","[0, 52, 17]",374.05,10.4,17,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1819, 4]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 663, 9]","[1, 52, 9]","[1, 116, 14]","[1, 150, 14]","[1, 521, 14]","[0, 52, 15]","[0, 52, 15]","[0, 573, 16]","[1, 83, 17]","[0, 52, 17]","[0, 259, 39]",386,11.6,39,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 4]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 11]","[1, 52, 11]","[0, 663, 11]","[1, 52, 11]","[1, 116, 16]","[1, 150, 16]","[1, 521, 16]","[0, 52, 17]","[0, 52, 17]","[0, 573, 19]","[1, 83, 19]","[0, 52, 19]",377.25,11.25,19,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 6]","[0, 52, 7]","[0, 52, 7]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 13]","[1, 52, 13]","[0, 665, 13]","[1, 52, 13]","[1, 116, 19]","[1, 150, 20]","[1, 521, 20]","[0, 52, 20]","[0, 52, 20]","[0, 52, 21]","[0, 573, 22]","[1, 83, 22]",378.95,13.4,22,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]","[0, 1500, 12]","[1, 52, 12]","[0, 1500, 12]","[1, 52, 12]","[0, 665, 12]","[1, 52, 12]","[1, 116, 18]","[1, 150, 18]","[1, 521, 19]","[0, 52, 19]","[0, 52, 19]","[0, 573, 21]","[1, 83, 21]","[0, 52, 21]","[0, 304, 30]",386.75,13.75,30,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1787, 4]","[0, 52, 4]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 664, 10]","[1, 52, 10]","[1, 116, 15]","[1, 150, 16]","[1, 521, 16]","[0, 52, 16]","[0, 52, 16]","[0, 573, 18]","[1, 83, 18]","[0, 52, 19]","[0, 304, 25]",386.7,11.65,25,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1883, 4]","[0, 52, 5]","[0, 1500, 11]","[1, 52, 11]","[0, 1500, 11]","[1, 52, 11]","[0, 663, 11]","[1, 52, 11]","[1, 116, 16]","[1, 150, 16]","[1, 521, 16]","[0, 52, 17]","[0, 52, 17]","[0, 573, 18]","[1, 83, 19]","[0, 52, 19]","[0, 1500, 27]",451.25,12.4,27,122,,,,,,,,
"[1, 60, 0]","[0, 60, 3]","[1, 52, 3]","[1, 1883, 4]","[0, 52, 4]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 10]","[1, 52, 10]","[0, 663, 10]","[1, 52, 10]","[1, 116, 16]","[1, 150, 17]","[1, 521, 17]","[0, 52, 18]","[0, 52, 18]","[0, 573, 19]","[1, 83, 19]","[0, 52, 20]","[0, 258, 28]",389.15,12.3,28,122,,,,,,,,
"[1, 60, 0]","[0, 60, 13]","[1, 52, 13]","[1, 1883, 13]","[0, 52, 22]","[0, 52, 23]","[0, 1500, 31]","[1, 52, 31]","[0, 1500, 31]","[1, 52, 31]","[0, 664, 31]","[1, 52, 31]","[1, 116, 44]","[1, 150, 44]","[1, 521, 45]","[0, 52, 58]","[0, 52, 58]","[0, 52, 58]","[0, 573, 68]","[1, 83, 69]",378.9,35.7,69,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1851, 5]","[0, 52, 5]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 665, 9]","[1, 52, 9]","[1, 116, 15]","[1, 150, 15]","[1, 521, 15]","[0, 52, 16]","[0, 52, 16]","[0, 52, 16]","[0, 573, 18]","[1, 83, 18]",377.35,10.3,18,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]","[0, 1500, 9]","[1, 52, 9]","[0, 1500, 9]","[1, 52, 9]","[0, 664, 9]","[1, 52, 9]","[1, 116, 15]","[1, 150, 15]","[0, 52, 15]","[0, 52, 15]","[0, 573, 17]","[1, 83, 17]","[0, 52, 18]","[1, 521, 27]","[0, 52, 28]",374.1,11.9,28,122,,,,,,,,
"[1, 60, 0]","[0, 60, 4]","[1, 52, 4]","[1, 1787, 4]","[0, 52, 5]","[0, 1500, 10]","[1, 52, 10]","[0, 1500, 11]","[1, 52, 11]","[0, 664, 11]","[1, 52, 11]","[1, 116, 16]","[1, 150, 17]","[0, 52, 17]","[0, 52, 17]","[1, 521, 17]","[0, 52, 17]","[0, 564, 18]","[0, 83, 19]","[1, 52, 19]",373.65,11.9,19,122,,,,,,,,
