0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,label
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 627, 14]","[1, 40, 15]","[1, 104, 25]","[0, 40, 25]","[1, 132, 27]","[1, 375, 27]","[0, 552, 27]","[0, 40, 27]","[0, 40, 28]","[0, 71, 29]","[1, 40, 30]","[1, 71, 30]",212
"[1, 52, 0]","[0, 48, 7]","[1, 40, 8]","[1, 1950, 12]","[0, 40, 12]","[0, 40, 13]","[0, 1500, 18]","[0, 1500, 19]","[0, 628, 19]","[1, 40, 19]","[1, 104, 26]","[0, 40, 27]","[1, 132, 27]","[1, 375, 27]","[0, 40, 28]","[0, 40, 28]","[0, 552, 29]","[0, 71, 29]","[1, 40, 30]","[1, 71, 31]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 13]","[0, 1500, 13]","[0, 628, 13]","[1, 40, 13]","[1, 104, 22]","[0, 40, 22]","[1, 132, 23]","[1, 375, 23]","[0, 40, 24]","[0, 40, 24]","[0, 552, 24]","[1, 71, 26]","[0, 71, 26]","[0, 40, 26]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 7]","[0, 40, 7]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 628, 13]","[1, 40, 14]","[1, 104, 20]","[1, 132, 21]","[0, 40, 21]","[1, 375, 21]","[0, 40, 22]","[0, 40, 22]","[0, 552, 24]","[0, 71, 24]","[1, 40, 24]","[1, 71, 25]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 10]","[0, 40, 10]","[0, 40, 10]","[0, 1500, 16]","[0, 1500, 16]","[0, 629, 16]","[1, 40, 16]","[1, 104, 25]","[0, 40, 26]","[1, 132, 26]","[1, 375, 27]","[0, 40, 27]","[0, 40, 27]","[0, 552, 27]","[1, 71, 29]","[0, 71, 29]","[0, 40, 29]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1950, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 15]","[0, 1500, 15]","[0, 627, 15]","[1, 40, 16]","[1, 104, 24]","[1, 132, 25]","[1, 375, 25]","[0, 40, 25]","[0, 40, 26]","[0, 40, 26]","[0, 552, 27]","[0, 71, 27]","[1, 40, 28]","[1, 71, 29]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 627, 13]","[1, 40, 13]","[1, 104, 22]","[0, 40, 23]","[1, 132, 24]","[1, 375, 24]","[0, 40, 25]","[0, 552, 25]","[0, 40, 25]","[0, 71, 26]","[1, 40, 27]","[1, 71, 29]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 10]","[0, 40, 11]","[0, 40, 11]","[0, 1500, 18]","[0, 1500, 18]","[0, 628, 18]","[1, 40, 19]","[1, 104, 28]","[0, 40, 29]","[1, 132, 31]","[1, 375, 31]","[0, 552, 31]","[0, 40, 32]","[0, 71, 33]","[1, 71, 34]","[0, 40, 35]","[0, 292, 45]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1950, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 628, 14]","[1, 40, 14]","[1, 104, 29]","[1, 132, 30]","[0, 40, 30]","[1, 375, 30]","[0, 40, 31]","[0, 40, 31]","[0, 552, 31]","[0, 71, 32]","[1, 40, 33]","[1, 71, 33]","[0, 40, 34]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 6]","[0, 40, 6]","[0, 40, 6]","[0, 1500, 12]","[0, 1500, 12]","[0, 627, 12]","[1, 40, 13]","[1, 104, 39]","[0, 40, 40]","[1, 132, 40]","[1, 375, 40]","[0, 40, 41]","[0, 40, 41]","[0, 552, 42]","[0, 71, 43]","[1, 71, 43]","[0, 40, 44]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 15]","[0, 1500, 15]","[0, 628, 15]","[1, 40, 15]","[1, 104, 23]","[0, 40, 24]","[1, 132, 25]","[1, 375, 25]","[0, 40, 26]","[0, 40, 26]","[0, 552, 27]","[0, 71, 28]","[1, 40, 29]","[1, 71, 31]",212
"[1, 52, 0]","[0, 48, 3]","[1, 40, 3]","[1, 1950, 5]","[0, 40, 6]","[0, 1500, 12]","[0, 1500, 12]","[0, 628, 12]","[1, 40, 12]","[1, 104, 20]","[0, 40, 20]","[1, 132, 21]","[1, 375, 21]","[0, 40, 22]","[0, 40, 22]","[0, 552, 22]","[0, 71, 24]","[1, 40, 24]","[1, 71, 25]","[0, 40, 26]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 7]","[0, 40, 7]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 628, 14]","[1, 40, 14]","[1, 40, 29]","[1, 104, 32]","[1, 132, 33]","[0, 40, 33]","[1, 375, 33]","[0, 40, 34]","[0, 40, 34]","[0, 552, 35]","[0, 71, 35]","[1, 40, 35]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1950, 9]","[0, 40, 9]","[0, 1500, 15]","[0, 1500, 15]","[0, 628, 15]","[1, 40, 16]","[1, 104, 23]","[0, 40, 24]","[1, 132, 25]","[1, 375, 25]","[0, 40, 25]","[0, 40, 25]","[0, 552, 27]","[1, 71, 28]","[0, 71, 28]","[0, 40, 28]","[0, 292, 37]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1950, 6]","[0, 40, 6]","[0, 1500, 12]","[0, 1500, 12]","[0, 627, 12]","[1, 40, 13]","[1, 104, 23]","[0, 40, 25]","[1, 132, 25]","[0, 40, 26]","[0, 552, 27]","[1, 375, 27]","[0, 40, 28]","[0, 71, 28]","[1, 40, 29]","[1, 71, 30]","[0, 40, 31]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 6]","[0, 40, 7]","[0, 40, 8]","[0, 1500, 12]","[0, 1500, 12]","[0, 628, 12]","[1, 40, 12]","[1, 104, 18]","[0, 40, 18]","[1, 132, 19]","[1, 375, 19]","[0, 40, 19]","[0, 40, 20]","[0, 552, 20]","[0, 71, 21]","[1, 40, 21]","[1, 71, 22]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1950, 9]","[0, 40, 10]","[0, 40, 10]","[0, 1500, 18]","[0, 1500, 18]","[0, 629, 18]","[1, 40, 19]","[1, 104, 26]","[0, 40, 27]","[1, 132, 27]","[1, 375, 28]","[0, 40, 28]","[0, 40, 28]","[0, 552, 29]","[1, 71, 30]","[0, 40, 31]","[0, 71, 32]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 12]","[0, 1500, 13]","[0, 629, 13]","[1, 40, 13]","[1, 104, 31]","[0, 40, 32]","[1, 132, 32]","[1, 375, 32]","[0, 40, 33]","[0, 552, 33]","[0, 71, 34]","[1, 40, 35]","[1, 71, 36]","[0, 40, 36]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 627, 14]","[1, 40, 15]","[1, 104, 21]","[0, 40, 22]","[1, 132, 23]","[0, 552, 23]","[1, 375, 23]","[0, 40, 24]","[0, 40, 25]","[1, 71, 25]","[0, 71, 26]","[0, 40, 27]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 13]","[0, 1500, 13]","[0, 628, 13]","[1, 40, 13]","[1, 104, 21]","[0, 40, 22]","[1, 132, 23]","[1, 375, 23]","[0, 552, 23]","[0, 40, 23]","[0, 40, 24]","[1, 71, 24]","[0, 71, 25]","[0, 40, 25]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1950, 10]","[0, 40, 11]","[0, 40, 11]","[0, 1500, 16]","[0, 1500, 16]","[0, 628, 16]","[1, 40, 17]","[1, 104, 23]","[1, 132, 24]","[1, 375, 24]","[0, 40, 24]","[0, 40, 25]","[0, 40, 25]","[0, 552, 26]","[0, 71, 26]","[1, 40, 27]","[1, 71, 28]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1950, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 14]","[0, 1500, 14]","[0, 629, 15]","[1, 40, 15]","[1, 104, 22]","[1, 132, 24]","[0, 40, 24]","[1, 375, 24]","[0, 40, 25]","[0, 40, 25]","[0, 552, 25]","[0, 71, 27]","[1, 40, 27]","[1, 71, 29]",212
"[1, 52, 0]","[0, 48, 10]","[1, 40, 13]","[1, 1950, 17]","[0, 40, 18]","[0, 40, 19]","[0, 1500, 25]","[0, 1500, 25]","[0, 628, 25]","[1, 40, 26]","[1, 104, 43]","[0, 40, 44]","[0, 552, 49]","[1, 40, 92]","[1, 132, 120]","[0, 40, 121]","[0, 71, 123]","[1, 71, 125]","[0, 40, 126]","[1, 375, 187]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 9]","[0, 40, 10]","[0, 40, 10]","[0, 1500, 15]","[0, 1500, 15]","[0, 628, 15]","[1, 40, 16]","[1, 104, 26]","[1, 132, 28]","[0, 40, 28]","[1, 375, 28]","[0, 40, 29]","[0, 40, 29]","[0, 552, 29]","[0, 71, 30]","[1, 40, 30]","[1, 71, 31]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1950, 6]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 14]","[0, 628, 14]","[1, 40, 14]","[1, 104, 26]","[0, 40, 27]","[0, 552, 28]","[1, 132, 29]","[1, 375, 29]","[0, 40, 29]","[0, 40, 30]","[0, 71, 31]","[1, 71, 32]","[0, 40, 32]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1950, 5]","[0, 40, 6]","[0, 40, 6]","[0, 1500, 12]","[0, 1500, 12]","[0, 628, 12]","[1, 40, 13]","[1, 104, 20]","[0, 40, 21]","[1, 132, 23]","[1, 375, 23]","[0, 552, 23]","[0, 40, 24]","[1, 71, 25]","[0, 40, 26]","[0, 71, 26]","[0, 292, 36]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 9]","[0, 40, 9]","[0, 40, 10]","[0, 1500, 14]","[0, 1500, 14]","[0, 629, 14]","[1, 40, 17]","[1, 104, 26]","[0, 40, 27]","[1, 132, 29]","[0, 552, 29]","[0, 40, 29]","[1, 71, 31]","[0, 71, 31]","[0, 40, 32]","[1, 375, 32]","[0, 40, 33]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1950, 7]","[0, 40, 9]","[0, 1500, 14]","[0, 1500, 14]","[0, 628, 14]","[1, 40, 14]","[1, 40, 26]","[1, 104, 33]","[1, 132, 34]","[1, 375, 34]","[0, 40, 34]","[0, 40, 34]","[0, 552, 36]","[0, 71, 36]","[1, 40, 36]","[1, 71, 38]","[0, 40, 39]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1950, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 629, 14]","[1, 40, 14]","[1, 104, 26]","[0, 40, 27]","[1, 132, 28]","[0, 552, 28]","[1, 375, 28]","[0, 40, 29]","[0, 40, 29]","[0, 71, 30]","[1, 40, 31]","[1, 71, 31]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1950, 5]","[0, 40, 7]","[0, 1500, 11]","[0, 1500, 11]","[0, 627, 11]","[1, 40, 12]","[1, 104, 25]","[1, 132, 26]","[0, 40, 26]","[1, 375, 26]","[0, 40, 26]","[0, 40, 27]","[0, 561, 28]","[1, 71, 29]","[0, 40, 29]","[0, 246, 35]","[0, 1431, 35]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1950, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 14]","[0, 1500, 14]","[0, 628, 14]","[1, 40, 15]","[1, 104, 24]","[0, 40, 26]","[1, 132, 27]","[1, 375, 27]","[0, 552, 27]","[0, 40, 28]","[0, 71, 30]","[1, 71, 30]","[0, 40, 32]","[0, 292, 37]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1950, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 628, 14]","[1, 40, 14]","[1, 104, 28]","[0, 40, 29]","[0, 552, 31]","[1, 132, 31]","[1, 375, 31]","[0, 40, 32]","[0, 40, 32]","[1, 71, 33]","[0, 71, 33]","[0, 40, 34]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 12]","[0, 1500, 12]","[0, 628, 12]","[1, 40, 13]","[1, 104, 21]","[0, 40, 22]","[1, 132, 23]","[1, 375, 23]","[0, 40, 23]","[0, 40, 24]","[0, 552, 24]","[0, 71, 25]","[1, 40, 25]","[1, 71, 26]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1950, 7]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 14]","[0, 627, 14]","[1, 40, 14]","[1, 104, 29]","[0, 40, 30]","[1, 132, 31]","[1, 375, 31]","[0, 40, 32]","[0, 40, 32]","[0, 552, 32]","[1, 71, 33]","[0, 71, 34]","[0, 40, 34]","[0, 246, 41]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 628, 14]","[1, 40, 15]","[1, 104, 22]","[0, 40, 23]","[1, 132, 24]","[1, 375, 24]","[0, 40, 25]","[0, 40, 25]","[0, 552, 25]","[1, 71, 26]","[0, 71, 26]","[0, 40, 27]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 627, 13]","[1, 40, 14]","[1, 104, 27]","[0, 40, 27]","[0, 552, 30]","[1, 132, 32]","[1, 375, 32]","[1, 71, 33]","[0, 40, 33]","[0, 40, 33]","[0, 40, 34]","[0, 71, 35]",212
"[1, 52, 0]","[0, 48, 6]","[1, 40, 6]","[1, 1950, 8]","[0, 40, 9]","[0, 1500, 15]","[0, 1500, 15]","[0, 628, 15]","[1, 40, 15]","[1, 104, 22]","[0, 40, 23]","[0, 552, 25]","[1, 40, 36]","[1, 132, 36]","[1, 375, 36]","[0, 40, 37]","[0, 40, 37]","[1, 71, 38]","[0, 71, 38]","[0, 40, 39]",212
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1950, 6]","[0, 40, 7]","[0, 1500, 11]","[0, 1500, 11]","[0, 628, 11]","[1, 40, 12]","[1, 104, 23]","[0, 40, 25]","[0, 552, 26]","[1, 132, 27]","[1, 375, 28]","[0, 40, 28]","[0, 40, 28]","[0, 71, 29]","[1, 71, 30]","[0, 40, 31]","[0, 292, 40]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1950, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1500, 15]","[0, 628, 15]","[1, 40, 16]","[1, 104, 35]","[0, 40, 37]","[1, 132, 37]","[1, 375, 37]","[0, 40, 38]","[0, 552, 38]","[0, 40, 38]","[0, 71, 40]","[1, 40, 40]","[1, 71, 41]","[0, 40, 42]",212
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1950, 5]","[0, 40, 5]","[0, 40, 5]","[0, 1500, 11]","[0, 1500, 11]","[0, 629, 11]","[1, 40, 12]","[1, 104, 20]","[0, 40, 21]","[1, 132, 22]","[1, 375, 22]","[0, 552, 22]","[0, 40, 23]","[0, 40, 23]","[1, 71, 24]","[0, 71, 24]","[0, 40, 24]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 628, 14]","[1, 40, 14]","[1, 104, 22]","[0, 40, 23]","[0, 552, 25]","[1, 132, 25]","[1, 375, 26]","[0, 40, 27]","[0, 40, 27]","[0, 71, 28]","[1, 71, 28]","[0, 40, 29]","[0, 292, 36]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1950, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 14]","[0, 626, 14]","[1, 40, 14]","[1, 104, 24]","[0, 40, 25]","[0, 552, 27]","[1, 132, 27]","[1, 375, 27]","[0, 40, 28]","[0, 40, 28]","[0, 71, 30]","[1, 71, 30]","[0, 40, 31]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1950, 6]","[0, 40, 7]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 628, 13]","[1, 40, 13]","[1, 104, 24]","[1, 132, 25]","[1, 375, 25]","[0, 40, 25]","[0, 40, 26]","[0, 40, 26]","[0, 552, 27]","[0, 71, 27]","[1, 40, 28]","[1, 71, 28]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 6]","[0, 40, 6]","[0, 1500, 12]","[0, 1500, 12]","[0, 628, 12]","[1, 40, 13]","[1, 104, 17]","[0, 40, 18]","[1, 132, 19]","[1, 375, 19]","[0, 552, 20]","[0, 40, 20]","[0, 40, 20]","[1, 71, 21]","[0, 71, 21]","[0, 40, 21]","[0, 292, 30]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1950, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 14]","[0, 1500, 14]","[0, 629, 14]","[1, 40, 14]","[1, 104, 24]","[0, 40, 25]","[1, 132, 26]","[1, 375, 26]","[0, 40, 27]","[0, 40, 27]","[0, 552, 27]","[0, 71, 28]","[1, 40, 29]","[1, 71, 29]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 12]","[0, 1500, 12]","[0, 629, 12]","[1, 40, 13]","[1, 104, 26]","[0, 40, 28]","[1, 132, 28]","[1, 375, 28]","[0, 40, 29]","[0, 40, 29]","[0, 552, 29]","[0, 71, 31]","[1, 71, 31]","[0, 40, 32]",212
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1950, 6]","[0, 40, 7]","[0, 1500, 11]","[0, 1500, 11]","[0, 628, 11]","[1, 40, 12]","[1, 104, 37]","[0, 40, 38]","[1, 132, 39]","[1, 375, 39]","[0, 40, 40]","[0, 40, 40]","[0, 552, 40]","[0, 71, 41]","[1, 40, 41]","[1, 71, 42]","[0, 40, 42]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 15]","[0, 1500, 15]","[0, 629, 15]","[1, 40, 16]","[1, 104, 26]","[0, 40, 27]","[1, 132, 27]","[1, 375, 28]","[0, 40, 28]","[0, 552, 28]","[0, 40, 28]","[0, 71, 30]","[1, 40, 30]","[1, 71, 31]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1950, 8]","[0, 40, 9]","[0, 1500, 14]","[0, 1500, 14]","[0, 627, 14]","[1, 40, 15]","[1, 104, 27]","[0, 40, 28]","[0, 552, 30]","[1, 132, 30]","[1, 375, 31]","[0, 40, 32]","[0, 40, 32]","[0, 71, 33]","[1, 71, 34]","[0, 40, 35]","[0, 246, 41]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1950, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 14]","[0, 628, 14]","[1, 40, 14]","[1, 104, 22]","[0, 40, 23]","[0, 552, 25]","[1, 132, 26]","[1, 375, 26]","[0, 40, 26]","[0, 40, 26]","[1, 71, 28]","[0, 71, 28]","[0, 40, 28]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 8]","[0, 40, 10]","[0, 1500, 15]","[0, 1500, 15]","[0, 628, 15]","[1, 40, 16]","[1, 104, 41]","[0, 40, 42]","[1, 132, 42]","[1, 375, 42]","[0, 40, 43]","[0, 552, 44]","[0, 71, 45]","[1, 71, 45]","[0, 40, 46]","[0, 292, 51]","[0, 1431, 51]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 12]","[0, 1500, 12]","[0, 628, 12]","[1, 40, 12]","[1, 104, 18]","[1, 132, 19]","[0, 40, 19]","[0, 40, 20]","[0, 552, 21]","[0, 71, 21]","[1, 40, 22]","[1, 71, 22]","[0, 40, 23]","[1, 375, 69]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 7]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 13]","[0, 1500, 13]","[0, 628, 13]","[1, 40, 13]","[1, 104, 21]","[0, 40, 21]","[1, 132, 22]","[1, 375, 22]","[0, 552, 23]","[0, 40, 23]","[0, 71, 25]","[1, 40, 25]","[1, 71, 26]","[0, 40, 27]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 9]","[0, 40, 10]","[0, 40, 10]","[0, 1500, 16]","[0, 1500, 16]","[0, 628, 16]","[1, 40, 17]","[1, 104, 30]","[0, 40, 31]","[1, 132, 31]","[1, 375, 32]","[0, 40, 32]","[0, 552, 33]","[1, 71, 34]","[0, 71, 34]","[0, 40, 35]","[0, 1500, 43]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1950, 8]","[0, 40, 8]","[0, 40, 9]","[0, 1500, 13]","[0, 1500, 13]","[0, 628, 13]","[1, 40, 13]","[1, 104, 30]","[0, 40, 31]","[0, 552, 33]","[1, 132, 34]","[1, 375, 34]","[0, 40, 35]","[0, 71, 37]","[1, 71, 40]","[0, 40, 41]","[0, 246, 45]",212
"[1, 52, 0]","[0, 48, 6]","[1, 40, 7]","[1, 1950, 10]","[0, 40, 10]","[0, 40, 10]","[0, 1500, 16]","[0, 1500, 16]","[0, 627, 16]","[1, 40, 17]","[1, 104, 32]","[0, 40, 33]","[1, 132, 34]","[1, 375, 34]","[0, 552, 34]","[0, 40, 35]","[0, 40, 35]","[0, 71, 36]","[1, 71, 36]","[0, 40, 37]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 9]","[0, 40, 10]","[0, 40, 10]","[0, 1500, 14]","[0, 1500, 14]","[0, 628, 15]","[1, 40, 15]","[1, 104, 21]","[0, 40, 22]","[1, 132, 22]","[1, 375, 23]","[0, 40, 23]","[0, 40, 23]","[0, 552, 24]","[0, 71, 24]","[1, 40, 24]","[1, 71, 25]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1950, 7]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 628, 13]","[1, 40, 14]","[1, 104, 20]","[1, 132, 21]","[0, 40, 21]","[0, 40, 21]","[0, 552, 23]","[0, 71, 23]","[1, 40, 24]","[1, 71, 26]","[0, 40, 27]","[1, 375, 295]","[0, 40, 296]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 11]","[0, 40, 11]","[0, 40, 11]","[0, 1500, 17]","[0, 1500, 17]","[0, 628, 17]","[1, 40, 18]","[1, 104, 34]","[0, 40, 35]","[0, 552, 37]","[1, 132, 38]","[1, 375, 38]","[0, 40, 38]","[0, 40, 39]","[0, 71, 40]","[1, 71, 41]","[0, 40, 41]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1950, 8]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 627, 13]","[1, 40, 13]","[1, 104, 20]","[0, 40, 21]","[1, 132, 22]","[1, 375, 22]","[0, 40, 23]","[0, 552, 23]","[0, 40, 23]","[0, 71, 24]","[1, 71, 24]","[0, 40, 25]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 8]","[0, 40, 8]","[0, 40, 9]","[0, 1500, 14]","[0, 1500, 14]","[1, 40, 14]","[0, 629, 14]","[1, 104, 23]","[0, 40, 24]","[1, 132, 24]","[1, 375, 24]","[0, 40, 25]","[0, 40, 25]","[0, 552, 26]","[0, 71, 26]","[1, 40, 27]","[1, 71, 27]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1950, 8]","[0, 40, 8]","[0, 40, 9]","[0, 1500, 15]","[0, 1500, 15]","[0, 629, 15]","[1, 40, 16]","[1, 104, 22]","[0, 40, 23]","[1, 132, 24]","[1, 375, 24]","[0, 40, 25]","[0, 552, 25]","[1, 71, 27]","[0, 71, 27]","[0, 40, 27]","[0, 246, 37]",212
"[1, 52, 0]","[0, 48, 3]","[1, 40, 3]","[1, 1950, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 628, 14]","[1, 40, 15]","[1, 104, 24]","[1, 132, 25]","[1, 375, 25]","[0, 40, 25]","[0, 40, 26]","[0, 40, 26]","[0, 552, 28]","[0, 71, 29]","[1, 71, 30]","[0, 40, 30]",212
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1950, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 15]","[0, 1500, 15]","[0, 628, 15]","[1, 40, 16]","[1, 104, 28]","[0, 40, 29]","[0, 552, 31]","[1, 132, 31]","[0, 40, 32]","[1, 375, 32]","[0, 40, 33]","[0, 71, 34]","[1, 71, 36]","[0, 40, 37]",212
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1950, 7]","[0, 40, 8]","[0, 40, 9]","[0, 1500, 12]","[0, 1500, 12]","[0, 627, 12]","[1, 40, 13]","[1, 104, 27]","[1, 132, 28]","[0, 40, 28]","[1, 375, 28]","[0, 40, 29]","[0, 40, 29]","[0, 552, 29]","[1, 71, 30]","[0, 71, 31]","[0, 40, 31]",212
"[1, 52, 0]","[0, 48, 7]","[1, 40, 8]","[1, 713, 15]","[0, 40, 18]","[0, 1500, 26]","[0, 1500, 26]","[0, 343, 26]","[1, 40, 29]","[1, 104, 50]","[0, 40, 51]","[1, 210, 53]","[1, 410, 54]","[0, 552, 54]","[0, 40, 54]","[0, 40, 55]","[0, 71, 56]","[1, 40, 57]","[1, 71, 58]","[0, 40, 60]",210
"[1, 52, 0]","[0, 48, 8]","[1, 40, 8]","[1, 713, 10]","[0, 40, 12]","[0, 1500, 18]","[0, 1500, 18]","[0, 343, 18]","[1, 40, 18]","[1, 104, 35]","[0, 40, 37]","[0, 552, 39]","[1, 210, 40]","[1, 410, 40]","[0, 40, 41]","[0, 40, 41]","[1, 71, 43]","[0, 71, 43]","[0, 40, 43]","[0, 292, 52]",210
