0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,label
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 6]","[0, 40, 7]","[0, 1500, 12]","[0, 1014, 12]","[1, 40, 13]","[1, 104, 23]","[0, 40, 24]","[0, 552, 26]","[1, 40, 38]","[1, 132, 431]","[0, 40, 432]","[1, 71, 433]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 14]","[0, 40, 15]","[0, 1500, 19]","[0, 1014, 19]","[1, 40, 20]","[1, 104, 28]","[0, 40, 28]","[0, 552, 30]","[1, 40, 40]","[1, 132, 306]","[0, 40, 306]","[0, 71, 308]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 20]","[0, 40, 22]","[0, 1500, 28]","[0, 1013, 28]","[1, 40, 29]","[1, 104, 57]","[0, 40, 58]","[0, 552, 60]","[1, 40, 72]","[1, 132, 308]","[0, 40, 309]","[0, 71, 310]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 649, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1015, 15]","[1, 40, 15]","[1, 104, 24]","[0, 40, 25]","[0, 552, 27]","[1, 40, 37]","[1, 132, 174]","[0, 40, 175]","[0, 71, 177]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 617, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1015, 15]","[1, 40, 16]","[1, 104, 28]","[0, 40, 29]","[0, 552, 31]","[1, 40, 41]","[1, 132, 124]","[0, 40, 125]","[1, 71, 126]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 7]","[0, 40, 8]","[0, 1500, 12]","[0, 1014, 13]","[1, 40, 13]","[1, 104, 22]","[0, 40, 23]","[0, 552, 25]","[1, 40, 37]","[1, 132, 126]","[0, 40, 127]","[0, 71, 129]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 13]","[0, 40, 13]","[0, 1500, 20]","[0, 1014, 20]","[1, 40, 21]","[1, 104, 29]","[0, 40, 30]","[0, 552, 32]","[1, 40, 43]","[1, 132, 177]","[1, 71, 177]","[0, 40, 178]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 8]","[1, 585, 13]","[0, 40, 14]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 19]","[1, 104, 25]","[0, 40, 26]","[0, 552, 28]","[1, 40, 39]","[1, 132, 112]","[0, 40, 113]","[1, 71, 113]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1013, 14]","[1, 40, 14]","[1, 104, 19]","[0, 40, 20]","[0, 552, 22]","[1, 40, 33]","[1, 132, 257]","[0, 40, 258]","[1, 71, 258]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 50]","[0, 40, 51]","[0, 1500, 57]","[0, 1014, 57]","[1, 40, 58]","[1, 104, 65]","[0, 40, 66]","[0, 552, 68]","[1, 40, 79]","[1, 132, 259]","[0, 40, 260]","[1, 71, 261]",220
"[1, 52, 0]","[0, 48, 8]","[1, 40, 9]","[1, 558, 14]","[0, 40, 15]","[0, 1500, 20]","[0, 1015, 20]","[1, 40, 21]","[1, 104, 33]","[0, 40, 34]","[0, 552, 36]","[1, 40, 46]","[1, 132, 1304]","[0, 40, 1305]","[0, 71, 1307]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 11]","[0, 40, 12]","[0, 1500, 16]","[0, 1015, 16]","[1, 40, 17]","[1, 104, 24]","[0, 40, 25]","[0, 552, 27]","[1, 40, 38]","[1, 132, 201]","[0, 40, 202]","[1, 71, 203]",220
"[1, 52, 0]","[0, 48, 6]","[1, 40, 8]","[1, 585, 16]","[0, 40, 17]","[0, 1500, 23]","[0, 1013, 23]","[1, 40, 25]","[1, 104, 39]","[0, 40, 40]","[0, 552, 41]","[1, 40, 52]","[1, 132, 205]","[0, 40, 207]","[0, 71, 210]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 617, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 52]","[0, 40, 53]","[0, 552, 55]","[1, 40, 66]","[1, 132, 175]","[0, 40, 176]","[1, 71, 176]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 7]","[0, 40, 8]","[0, 1500, 13]","[0, 1014, 13]","[1, 40, 14]","[1, 104, 20]","[0, 40, 22]","[0, 552, 24]","[1, 40, 35]","[1, 132, 263]","[1, 71, 265]","[1, 518, 266]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 8]","[0, 40, 9]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 19]","[1, 104, 27]","[0, 40, 28]","[0, 552, 30]","[1, 40, 40]","[1, 132, 212]","[0, 40, 213]","[0, 71, 215]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 22]","[0, 40, 24]","[0, 552, 25]","[1, 40, 37]","[1, 132, 150]","[0, 40, 151]","[0, 71, 153]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 17]","[0, 40, 18]","[0, 1500, 23]","[0, 1013, 23]","[1, 40, 24]","[1, 104, 32]","[0, 40, 33]","[0, 552, 34]","[1, 40, 45]","[1, 132, 269]","[0, 40, 270]","[0, 71, 271]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 5]","[1, 649, 41]","[0, 40, 42]","[0, 1500, 47]","[0, 1014, 47]","[1, 40, 48]","[1, 104, 58]","[0, 40, 59]","[0, 552, 61]","[1, 40, 72]","[1, 132, 247]","[0, 40, 248]","[1, 71, 250]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 617, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1014, 16]","[1, 40, 17]","[1, 104, 23]","[0, 40, 24]","[0, 552, 26]","[1, 40, 38]","[1, 132, 217]","[0, 40, 218]","[0, 71, 220]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 23]","[0, 40, 24]","[0, 552, 25]","[1, 40, 36]","[1, 132, 124]","[0, 40, 125]","[0, 71, 127]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 19]","[0, 40, 20]","[0, 1500, 24]","[0, 1015, 24]","[1, 40, 24]","[1, 104, 101]","[0, 40, 102]","[0, 552, 104]","[1, 40, 115]","[1, 132, 178]","[0, 40, 179]","[0, 71, 181]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 11]","[0, 40, 12]","[0, 1500, 18]","[0, 1013, 18]","[1, 40, 19]","[1, 104, 27]","[0, 40, 28]","[0, 552, 30]","[1, 40, 40]","[1, 132, 253]","[0, 40, 254]","[0, 71, 255]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 649, 16]","[0, 40, 16]","[0, 1500, 21]","[0, 1014, 21]","[1, 40, 22]","[1, 104, 31]","[0, 40, 32]","[0, 552, 34]","[1, 40, 45]","[1, 132, 263]","[0, 40, 264]","[0, 71, 265]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 7]","[0, 40, 7]","[0, 1500, 13]","[0, 1015, 13]","[1, 40, 14]","[1, 104, 20]","[0, 40, 21]","[0, 552, 23]","[1, 40, 34]","[1, 132, 101]","[0, 40, 102]","[1, 71, 102]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 649, 10]","[0, 40, 11]","[0, 1500, 16]","[0, 1013, 16]","[1, 40, 17]","[1, 104, 29]","[0, 40, 30]","[0, 552, 32]","[1, 40, 44]","[1, 132, 145]","[0, 40, 146]","[1, 71, 147]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 10]","[1, 558, 13]","[0, 40, 14]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 18]","[1, 104, 25]","[0, 40, 26]","[0, 552, 28]","[1, 40, 39]","[1, 132, 258]","[0, 40, 258]","[1, 71, 259]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 649, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1013, 15]","[1, 40, 15]","[1, 104, 22]","[0, 40, 23]","[0, 552, 25]","[1, 40, 35]","[1, 132, 91]","[0, 40, 92]","[1, 71, 93]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 558, 7]","[0, 40, 7]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 23]","[0, 40, 24]","[0, 552, 26]","[1, 40, 37]","[1, 132, 172]","[0, 40, 172]","[1, 71, 173]",220
"[1, 52, 0]","[0, 48, 6]","[1, 40, 7]","[1, 649, 14]","[0, 40, 16]","[0, 1500, 21]","[0, 1014, 21]","[1, 40, 22]","[1, 104, 39]","[0, 40, 41]","[0, 552, 42]","[1, 40, 53]","[1, 132, 161]","[0, 40, 162]","[1, 71, 163]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 617, 7]","[0, 40, 7]","[0, 1500, 14]","[0, 1013, 14]","[1, 40, 15]","[1, 104, 25]","[0, 40, 27]","[0, 552, 29]","[1, 40, 41]","[1, 132, 300]","[0, 40, 301]","[0, 71, 303]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 617, 12]","[0, 40, 12]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 18]","[1, 104, 26]","[0, 40, 28]","[0, 552, 29]","[1, 40, 41]","[1, 132, 245]","[0, 40, 246]","[0, 71, 248]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 585, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1015, 14]","[1, 40, 16]","[1, 104, 20]","[0, 40, 21]","[0, 552, 23]","[1, 40, 34]","[1, 132, 249]","[0, 40, 250]","[1, 71, 251]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1013, 13]","[1, 40, 13]","[1, 104, 20]","[0, 40, 21]","[0, 552, 23]","[1, 40, 33]","[1, 132, 116]","[0, 40, 117]","[0, 71, 118]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 585, 10]","[0, 40, 11]","[0, 1500, 14]","[0, 1014, 15]","[1, 40, 15]","[1, 104, 22]","[0, 40, 23]","[0, 552, 24]","[1, 40, 36]","[1, 132, 266]","[0, 40, 267]","[0, 71, 269]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 40]","[0, 40, 42]","[0, 1500, 46]","[0, 1014, 46]","[1, 40, 46]","[1, 104, 148]","[0, 40, 150]","[0, 552, 152]","[1, 40, 162]","[1, 132, 180]","[0, 40, 180]","[0, 71, 182]",220
"[1, 52, 0]","[0, 48, 9]","[1, 40, 10]","[1, 617, 13]","[0, 40, 14]","[0, 1500, 20]","[0, 1014, 20]","[1, 40, 22]","[1, 104, 48]","[0, 40, 48]","[0, 552, 52]","[1, 40, 93]","[1, 132, 180]","[0, 40, 181]","[0, 71, 183]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 15]","[0, 40, 16]","[0, 1500, 22]","[0, 1014, 22]","[1, 40, 23]","[1, 104, 36]","[0, 40, 37]","[0, 552, 39]","[1, 40, 50]","[1, 132, 243]","[1, 71, 244]","[0, 40, 244]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 14]","[0, 40, 15]","[0, 1500, 20]","[0, 1014, 20]","[1, 40, 21]","[1, 104, 30]","[0, 40, 31]","[0, 552, 33]","[1, 40, 46]","[1, 132, 325]","[0, 40, 326]","[1, 71, 327]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 7]","[1, 617, 119]","[0, 40, 120]","[0, 1500, 125]","[0, 1013, 125]","[1, 40, 129]","[1, 104, 155]","[0, 40, 156]","[0, 552, 158]","[1, 40, 169]","[1, 132, 301]","[0, 40, 302]","[0, 71, 307]",220
"[1, 52, 0]","[0, 48, 6]","[1, 40, 6]","[1, 558, 8]","[0, 40, 9]","[0, 1500, 15]","[0, 1015, 15]","[1, 40, 16]","[1, 104, 21]","[0, 40, 22]","[0, 552, 24]","[1, 40, 36]","[1, 132, 196]","[1, 71, 196]","[0, 40, 196]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 15]","[0, 40, 16]","[0, 1500, 21]","[0, 1015, 21]","[1, 40, 23]","[1, 104, 34]","[0, 40, 35]","[0, 552, 37]","[1, 40, 49]","[1, 132, 276]","[0, 40, 277]","[0, 71, 279]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 7]","[1, 558, 10]","[0, 40, 12]","[0, 1500, 19]","[0, 1014, 19]","[1, 40, 20]","[1, 104, 110]","[0, 40, 111]","[0, 552, 113]","[1, 40, 123]","[1, 132, 152]","[0, 40, 153]","[1, 71, 154]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 13]","[0, 40, 16]","[0, 1500, 20]","[0, 1014, 21]","[1, 40, 22]","[1, 104, 44]","[0, 40, 46]","[0, 552, 48]","[1, 40, 59]","[1, 132, 242]","[0, 40, 243]","[1, 71, 244]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 15]","[1, 104, 31]","[0, 40, 32]","[0, 552, 38]","[1, 40, 48]","[1, 132, 174]","[0, 40, 175]","[0, 71, 176]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 6]","[0, 40, 7]","[0, 1500, 12]","[0, 1013, 12]","[1, 40, 13]","[1, 104, 102]","[0, 40, 103]","[0, 552, 105]","[1, 40, 115]","[1, 132, 254]","[0, 40, 254]","[1, 71, 256]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 13]","[0, 40, 14]","[0, 1500, 17]","[0, 1013, 17]","[1, 40, 18]","[1, 104, 26]","[0, 40, 27]","[0, 552, 29]","[1, 40, 39]","[1, 132, 226]","[0, 40, 226]","[1, 71, 227]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 3]","[1, 585, 7]","[0, 40, 7]","[0, 1500, 12]","[0, 1015, 12]","[1, 40, 13]","[1, 104, 19]","[0, 40, 20]","[0, 552, 22]","[1, 40, 32]","[1, 132, 82]","[0, 40, 82]","[0, 71, 84]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 585, 10]","[0, 40, 11]","[0, 1500, 16]","[0, 1014, 16]","[1, 40, 16]","[1, 104, 33]","[0, 40, 34]","[0, 552, 35]","[1, 40, 47]","[1, 132, 123]","[0, 40, 125]","[1, 71, 126]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 585, 7]","[0, 40, 8]","[0, 1500, 11]","[0, 1015, 12]","[1, 40, 12]","[1, 104, 18]","[0, 40, 19]","[0, 552, 21]","[1, 40, 34]","[1, 132, 124]","[1, 71, 124]","[0, 40, 124]",220
"[1, 52, 0]","[0, 48, 89]","[1, 40, 90]","[1, 649, 92]","[0, 40, 98]","[0, 1500, 103]","[0, 1014, 103]","[1, 40, 104]","[1, 104, 108]","[0, 40, 110]","[0, 552, 111]","[1, 40, 152]","[1, 132, 300]","[0, 40, 301]","[1, 71, 301]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 558, 6]","[0, 40, 7]","[0, 1500, 13]","[0, 1014, 13]","[1, 40, 14]","[1, 104, 19]","[0, 40, 20]","[0, 552, 22]","[1, 40, 33]","[1, 132, 143]","[0, 40, 144]","[1, 71, 145]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 617, 8]","[0, 40, 9]","[0, 1500, 14]","[0, 1014, 14]","[1, 40, 14]","[1, 104, 20]","[0, 40, 21]","[0, 552, 22]","[1, 40, 34]","[1, 132, 132]","[0, 40, 133]","[0, 71, 134]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 21]","[0, 40, 22]","[0, 1500, 27]","[0, 1014, 27]","[1, 40, 28]","[1, 104, 35]","[0, 40, 37]","[0, 552, 38]","[1, 40, 49]","[1, 132, 75]","[0, 40, 76]","[0, 71, 78]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 649, 12]","[0, 40, 13]","[0, 1500, 17]","[0, 1014, 17]","[1, 40, 18]","[1, 104, 29]","[0, 40, 30]","[0, 552, 31]","[1, 40, 42]","[1, 132, 298]","[1, 71, 299]","[0, 40, 299]",220
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 617, 7]","[0, 40, 8]","[0, 1500, 16]","[0, 1014, 16]","[1, 40, 17]","[1, 104, 22]","[0, 40, 23]","[0, 552, 25]","[1, 40, 36]","[1, 132, 195]","[0, 40, 195]","[0, 71, 197]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 617, 30]","[0, 40, 31]","[0, 1500, 36]","[0, 1014, 36]","[1, 40, 37]","[1, 104, 56]","[0, 40, 57]","[0, 552, 59]","[1, 40, 70]","[1, 132, 226]","[0, 40, 227]","[0, 71, 228]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 649, 6]","[0, 40, 7]","[0, 1500, 11]","[0, 1015, 11]","[1, 40, 12]","[1, 104, 17]","[0, 40, 18]","[0, 552, 20]","[1, 40, 32]","[1, 132, 302]","[0, 40, 303]","[0, 71, 305]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 617, 6]","[0, 40, 7]","[0, 1500, 12]","[0, 1015, 12]","[1, 40, 12]","[1, 104, 17]","[0, 40, 18]","[0, 552, 20]","[1, 40, 31]","[1, 132, 207]","[0, 40, 207]","[1, 71, 208]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 8]","[0, 40, 9]","[0, 1500, 15]","[0, 1013, 15]","[1, 40, 17]","[1, 104, 25]","[0, 40, 26]","[0, 552, 29]","[1, 40, 40]","[1, 132, 287]","[1, 71, 288]","[0, 40, 289]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 6]","[1, 585, 12]","[0, 40, 14]","[0, 1500, 18]","[0, 1014, 18]","[1, 40, 19]","[1, 104, 26]","[0, 40, 27]","[0, 552, 28]","[1, 40, 39]","[1, 132, 174]","[0, 40, 175]","[0, 71, 177]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 558, 13]","[0, 40, 14]","[0, 1500, 19]","[0, 1015, 19]","[1, 40, 20]","[1, 104, 86]","[0, 40, 87]","[0, 552, 88]","[1, 40, 100]","[1, 132, 107]","[0, 40, 108]","[1, 71, 108]",220
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 649, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1013, 14]","[1, 40, 15]","[1, 104, 80]","[0, 40, 81]","[0, 552, 83]","[1, 40, 94]","[1, 132, 189]","[0, 40, 190]","[1, 71, 190]",220
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 8]","[0, 40, 9]","[0, 40, 9]","[0, 1500, 14]","[0, 1500, 14]","[0, 1430, 14]","[1, 40, 15]","[1, 104, 27]","[0, 40, 28]","[0, 552, 29]","[1, 210, 29]","[1, 410, 30]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 12]","[0, 1500, 13]","[0, 1432, 13]","[1, 40, 13]","[1, 104, 22]","[0, 40, 22]","[1, 210, 23]","[1, 410, 24]","[0, 552, 24]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 11]","[0, 40, 12]","[0, 1500, 17]","[0, 1500, 17]","[0, 1432, 17]","[1, 40, 17]","[1, 104, 56]","[0, 40, 56]","[0, 552, 59]","[1, 210, 66]","[1, 410, 66]","[0, 40, 66]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 13]","[0, 1500, 13]","[0, 1430, 13]","[1, 40, 13]","[1, 40, 23]","[1, 104, 32]","[0, 40, 33]","[1, 210, 33]","[1, 410, 34]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 1431, 13]","[1, 40, 14]","[1, 104, 29]","[1, 210, 30]","[0, 40, 30]","[1, 410, 30]","[0, 40, 30]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 9]","[0, 40, 10]","[0, 40, 10]","[0, 1500, 16]","[0, 1500, 16]","[0, 1431, 16]","[1, 40, 16]","[1, 104, 28]","[0, 40, 29]","[1, 210, 29]","[1, 410, 29]","[0, 40, 30]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 1430, 14]","[1, 40, 15]","[1, 104, 32]","[0, 40, 32]","[1, 210, 33]","[1, 410, 33]","[0, 40, 34]",211
"[1, 52, 0]","[0, 48, 6]","[1, 40, 7]","[1, 1935, 9]","[0, 40, 10]","[0, 40, 10]","[0, 1500, 15]","[0, 1500, 15]","[0, 1431, 15]","[1, 40, 16]","[1, 104, 27]","[0, 40, 28]","[0, 552, 30]","[1, 210, 31]","[1, 410, 31]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 8]","[0, 40, 9]","[0, 1500, 15]","[0, 1500, 16]","[1, 40, 16]","[0, 1432, 16]","[1, 104, 28]","[0, 40, 29]","[0, 552, 31]","[1, 210, 36]","[1, 410, 36]","[1, 71, 36]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 12]","[0, 1500, 12]","[1, 40, 12]","[0, 1430, 12]","[1, 104, 26]","[0, 40, 27]","[1, 210, 28]","[1, 410, 28]","[0, 552, 29]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]","[0, 1500, 13]","[0, 1500, 13]","[0, 1431, 13]","[1, 40, 13]","[1, 104, 30]","[0, 40, 31]","[0, 552, 32]","[1, 210, 33]","[1, 410, 33]","[0, 40, 34]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 1432, 13]","[1, 40, 14]","[1, 104, 30]","[0, 40, 31]","[0, 552, 32]","[1, 210, 33]","[1, 410, 33]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 9]","[0, 40, 10]","[0, 40, 10]","[0, 1500, 16]","[0, 1500, 16]","[0, 1431, 16]","[1, 40, 17]","[1, 104, 25]","[0, 40, 26]","[1, 210, 26]","[1, 410, 27]","[0, 40, 27]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 15]","[0, 1500, 15]","[0, 1432, 15]","[1, 40, 16]","[1, 104, 29]","[0, 40, 30]","[0, 552, 33]","[1, 210, 34]","[1, 410, 34]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 12]","[0, 1500, 12]","[0, 1432, 12]","[1, 40, 13]","[1, 104, 24]","[0, 40, 25]","[1, 210, 26]","[1, 410, 26]","[0, 40, 27]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 9]","[0, 40, 10]","[0, 40, 10]","[0, 1500, 15]","[0, 1500, 15]","[0, 1432, 15]","[1, 40, 16]","[1, 104, 33]","[1, 210, 34]","[1, 410, 34]","[0, 40, 34]","[0, 40, 35]",211
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]","[0, 1500, 12]","[0, 1500, 12]","[0, 1431, 12]","[1, 40, 13]","[1, 104, 25]","[1, 210, 27]","[0, 40, 27]","[1, 410, 27]","[0, 40, 27]","[0, 40, 28]",211
"[1, 52, 0]","[0, 48, 6]","[1, 40, 7]","[1, 1935, 8]","[0, 40, 8]","[0, 40, 9]","[0, 1500, 15]","[0, 1500, 16]","[0, 1431, 16]","[1, 40, 16]","[1, 104, 27]","[0, 40, 28]","[1, 210, 28]","[1, 410, 28]","[0, 40, 29]",211
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 13]","[0, 1500, 13]","[0, 1432, 13]","[1, 40, 13]","[1, 104, 32]","[0, 40, 33]","[1, 210, 34]","[1, 410, 35]","[0, 552, 35]",211
"[1, 52, 0]","[0, 48, 3]","[1, 40, 4]","[1, 1935, 6]","[0, 40, 7]","[0, 1500, 12]","[0, 1500, 12]","[0, 1431, 12]","[1, 40, 13]","[1, 104, 45]","[0, 40, 46]","[0, 552, 48]","[1, 210, 49]","[1, 410, 49]","[0, 40, 50]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 9]","[0, 40, 10]","[0, 1500, 15]","[0, 1500, 15]","[0, 1431, 15]","[1, 40, 16]","[1, 104, 30]","[0, 40, 31]","[1, 210, 33]","[0, 552, 33]","[0, 40, 33]","[1, 410, 33]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 6]","[1, 1935, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 14]","[0, 1500, 14]","[0, 1431, 14]","[1, 40, 14]","[1, 104, 25]","[1, 210, 26]","[0, 40, 26]","[1, 410, 26]","[0, 40, 27]",211
"[1, 52, 0]","[0, 48, 5]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 1432, 13]","[1, 40, 14]","[1, 104, 22]","[1, 210, 23]","[0, 40, 23]","[1, 410, 23]","[0, 40, 24]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 6]","[0, 40, 7]","[0, 40, 7]","[0, 1500, 13]","[0, 1500, 13]","[0, 1429, 13]","[1, 40, 14]","[1, 104, 25]","[0, 40, 26]","[0, 552, 27]","[1, 210, 28]","[1, 410, 29]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]","[0, 40, 8]","[0, 1500, 13]","[0, 1500, 13]","[0, 1431, 13]","[1, 40, 14]","[1, 104, 24]","[0, 40, 25]","[1, 210, 25]","[1, 410, 25]","[0, 40, 26]",211
"[1, 52, 0]","[0, 48, 4]","[1, 40, 5]","[1, 1935, 7]","[0, 40, 8]","[0, 1500, 14]","[0, 1500, 15]","[0, 1431, 15]","[1, 40, 15]","[1, 104, 39]","[0, 40, 39]","[1, 210, 40]","[1, 410, 40]","[0, 40, 41]","[0, 552, 41]",211
